Run_Order,Location,Date,Li7,Be9,Mg24,Al27,Si29,P31,Ca43,Ca44,Ti47,V51,Cr52,Mn55,Fe56,Co59,Ni60,Cu63,Zn64,Zn66,As75,Se78,Rb85,Sr88,Mo95,Cd111,Sb121,Cs133,Ba137,Ba138,Hg202,Pb208,Bi209,Th232,U238,S34,Br79,Sn118
59,Middle,28-Mar-11,0.029796458,0.001507808,153.5298782,106.9511511,2011.142634,0.835760606,501.0958511,567.1039674,0.674469922,0.02156367,0.079554248,0.187277524,8.921234394,0.002548345,0.058641633,46.04019974,0.446351299,0.501173098,0.019514352,0.035410192,0.076220205,0.653942654,0.017190736,0.004069631,0.064357197,0.004016209,0.726412795,1.134090243,0.009629335,0.117846762,0.012044665,0.00349553,0.001539853,27.81160053,0.143952861,0.045171938
63,Northern,3-Apr-11,-0.000219628,0.000943326,81.81618333,84.77752855,2196.0309,10.12588701,279.3897431,343.8004748,1.368091098,0.02292663,0.074375412,0.43330259,21.48220343,0.006736344,0.045972902,9.653214498,1.75662686,1.444618317,0.050567897,-0.015694502,0.124919429,0.675560059,0.014368379,0.113121629,0.205650123,0.001981186,1.301426257,1.129802909,0.012454468,8.463713491,0.017336893,0.007733294,0.005308432,55.85113131,0.038910857,0.027537251
64,Northern,9-Apr-11,0.000512958,0.002428879,-23.74346254,91.7761703,-2707.232287,9.237836415,283.3178721,222.5627386,3.237281592,0.147555441,0.129553463,0.90723446,51.3607936,0.011710811,0.187697372,12.73760181,0.858860974,0.975914852,0.051952425,0.018760463,0.225028079,1.080564749,0.024975952,0.01271841,0.273699423,0.007084541,1.048208364,1.671127367,0.008128003,8.396980928,0.013398877,0.015670071,0.002215211,100.3841586,0.148345194,0.03842512
65,Northern,15-Apr-11,0.048803358,0.001686103,51.78928015,167.091921,624.248264,3.488407476,348.3893263,388.0588587,4.408774483,0.143144962,0.135177933,1.212851685,48.51105974,0.010671515,0.199079796,7.65964549,1.163677617,1.067461992,0.037914324,-0.021249314,0.155537003,0.707072043,0.038825716,0.014323986,0.21057629,0.009653071,1.888973309,1.686337865,0.007903748,24.39036177,0.025733496,0.025861721,0.005818247,145.3534582,0.227967139,0.025523474
66,Northern,21-Apr-11,0.041751921,0.000750204,36.14817432,76.78352174,1171.498104,0.936862144,263.2337652,279.1914829,1.314172933,0.13001001,0.321146384,1.532955817,17.71570427,0.005972829,0.076070279,15.27058038,0.904277175,1.439112385,0.04561694,-0.083332848,0.065165987,0.554491966,0.020697422,0.002834084,0.152626353,0.004603615,1.137625667,1.03371511,0.01877683,8.001661942,0.026346987,0.007207852,0.003163184,49.22278984,0.180927356,0.033181951
67,Northern,27-Apr-11,0.020081947,0.003572755,24.31939163,116.7373755,-1197.336399,2.707198414,239.362095,285.39493,4.717823743,0.123482262,0.079346718,1.930194602,36.13617293,0.00589235,0.095870727,7.246474921,0.6144641,0.928938041,0.019931406,0.013982568,0.110882266,0.617577294,0.014926453,0.000126956,0.217180963,0.005106768,1.24016253,1.05935106,0.01247762,7.991430484,0.024618219,0.022678543,0.006579446,67.09746533,0.246561613,0.012211725
69,Southern,3-Apr-11,-0.037703559,0.000571938,-54.78825471,14.65395303,-3572.75508,9.131327992,31.0510972,61.260492,0.521318708,0.063203501,0.042123998,0.301828149,12.82379948,0.00218717,0.113591735,14.65606534,0.948067597,0.600009017,0.057516633,-0.016849693,0.034925112,0.383400454,0.008796317,0.00732696,0.189046986,-0.000594171,0.16398425,0.476272047,0.011778992,6.703731022,0.009617827,0.00402533,0.001639169,29.02886523,0.035525189,0.032116801
70,Southern,9-Apr-11,0.000220297,0.003758449,2.61123372,106.0514213,-2257.412176,4.291010678,349.0313938,355.4411097,2.903919756,0.169391831,0.116450073,0.394770075,36.85458443,0.010339537,0.466473025,7.96517121,0.503903564,0.361190802,0.03825502,-0.122664641,0.102764508,0.952710593,0.016201664,0.005114732,0.110301377,0.00751289,1.235115428,2.180203158,0.009459635,6.631491774,0.0147682,0.01231541,0.00274664,129.9873153,0.283433712,0.020234116
71,Southern,15-Apr-11,-0.018437049,0.00112902,27.24830873,114.7300585,1970.182692,7.739750276,327.9665016,282.3101635,4.506691313,0.545180534,0.351260214,1.465303742,55.55706291,0.011117274,0.469406909,11.44652578,2.69074268,2.000386689,0.26471453,0.05025325,0.048714558,0.511575914,0.021288194,0.006727149,0.097636788,0.001748523,0.230904173,0.65872303,0.01479388,8.155599727,0.008368026,0.008365073,0.003363943,137.2013842,0.437807365,0.018978436
72,Southern,21-Apr-11,0.008311942,0.001121593,49.30610065,106.7436064,-260.103017,1.543770482,388.0329128,386.5414443,2.650588285,0.198117195,0.110407349,0.391895557,30.635963,0.004915495,0.250573166,10.00424752,0.777536175,0.763306511,0.030492964,0.018393828,0.077419307,0.768354126,0.067289152,0.004866141,0.095190356,0.004703022,0.538727106,0.853889701,0.009779225,6.960129093,0.012996566,0.012541866,0.005068144,100.0159758,0.246130839,0.018678556
73,Southern,27-Apr-11,-0.011603003,-0.00056451,16.92812504,26.86501547,-1353.744545,1.965908766,169.9281187,135.5204143,-0.04569243,0.08297537,0.059276242,0.125719717,6.130306941,0.002673516,0.240398299,2.618369023,0.381421275,0.238362537,0.00249505,0.015393822,-0.003532113,0.599582028,0.007709053,0.002202345,0.034213443,-0.000903202,0.296183454,0.236037553,0.010484796,6.824033647,7.93E-05,0.00264149,-0.000292374,28.50215749,0.180685268,0.004494461
75,Middle,3-Apr-11,-0.06089621,-0.001752953,-119.9155516,12.04045824,-6770.590549,1.142020195,-113.3338294,-133.7907927,-0.507623526,-0.099238709,-0.008882014,0.218453862,-17.05936863,0.000616778,-0.327920753,18.39755631,0.194850842,-0.543927049,-0.009085694,-0.083428872,-0.039496269,-0.071303005,0.016153004,0.000681153,0.177778087,-0.003467608,-0.043292274,0.255930641,0.014533334,6.83027033,-0.006575127,0.001488535,-0.002011139,-8.430609937,-0.061943606,0.009635279
76,Middle,9-Apr-11,0.012621907,0.007531754,1029.115033,709.1433142,47616.49896,107.6006795,2298.398169,1643.455107,40.28410686,8.36317733,7.72555608,5.439971751,428.9797858,0.188582246,3.179984411,42.81224904,20.56206682,21.36831111,0.292725491,0.033452053,0.919364959,2.125257843,0.124177304,0.156766377,0.291581445,0.01020927,10.05691559,3.065237273,0.011104676,22.93192788,0.02326453,0.017911817,0.014864903,1144.524736,5.773748617,0.189203493
77,Middle,15-Apr-11,0.031906183,0.003201367,96.59584772,138.4803575,-294.950505,0.523439236,496.5259948,541.494583,1.884301068,0.115221838,0.110887673,0.427255023,23.24831505,0.006205595,0.1265915,34.42488394,0.58815552,0.741679665,0.018680257,0.06332408,0.090616848,0.696410991,0.014701743,0.002615142,0.155225377,0.005561854,0.650635083,0.953881905,0.010591322,7.187303547,0.013415898,0.012068442,0.002312528,73.7173942,0.137999504,0.039071943
78,Middle,21-Apr-11,-0.000085453,0.000185694,-7.20017956,86.97751632,-1221.684206,1.168166323,114.8259411,150.6441188,1.506881755,0.068648577,0.124823752,0.694366552,52.57247178,0.006433852,0.113099121,59.86545984,1.188403796,1.233254164,0.028189283,-0.014676071,0.068403267,0.424047667,0.040147626,0.007899402,0.443195658,0.004446041,5.937871224,1.557745767,0.016147877,6.885185217,0.019783544,0.010309801,0.005116572,55.8917484,0.303680079,0.050137045
79,Middle,27-Apr-11,-0.019772722,-0.000185694,42.63078158,33.43346466,2063.83692,0.904441217,238.1010853,225.351864,0.047166632,0.060353432,0.034792612,0.406897988,4.560075413,0.002570488,0.163498279,6.898828654,0.183660879,0.44251669,0.018180087,0.033318202,0.018150697,0.448538931,0.009817827,5.85E-05,0.067301917,0.000430625,0.154044275,0.839641908,0.012577954,6.402838855,0.007216565,0.004143645,0.001589008,69.74993236,0.281222881,0.006849758
83,Northern,3-May-11,0.05459213,0.001380525,122.6047972,139.4343445,2756.792221,2.551873384,320.958339,390.8236095,2.720963454,0.118391078,0.087047765,0.534857457,36.58420051,0.009676297,0.191450399,9.363517377,0.689993014,0.693402122,0.019860052,-0.009600959,0.083450298,0.620937804,0.012125979,-0.000797737,0.018592325,0.003731417,1.366882218,0.336510712,0.005991875,1.156429062,0.014633843,0.014952142,0.004752807,138.1069447,0.113389842,0.002948056
84,Northern,9-May-11,0.019979603,0.000624817,20.94069494,73.75950265,-520.850049,4.058204376,165.3430865,181.5990518,2.322972701,0.30652558,0.126774341,0.538270843,26.08024095,0.010781189,0.855461709,21.82146109,0.923695133,0.963573405,0.03702326,0.047004617,0.052374755,0.457475719,0.040854352,0.003272849,0.038838371,0.003593094,4.892879879,2.241995601,0.008494426,0.330289254,0.00818892,0.014360496,0.003169102,168.1576356,0.242009294,0.044163655
85,Northern,15-May-11,-0.001149909,0.000995262,7.35312896,42.07165827,-1358.591994,1.254870786,85.7229948,117.3492528,1.343656879,-0.015525957,0.006278797,0.136565434,4.829454662,0.000460495,-0.013998195,19.66652275,0.115091181,0.392347974,0.033076758,0.181489216,-0.01269447,0.121864272,0.012408899,0.001525825,0.025640606,-0.000204633,-0.14934295,-1.243417955,0.012443954,1.504239061,0.009951767,0.004781514,0.001244015,36.67457106,0.096990823,0.006547756
86,Northern,21-May-11,0.025370352,0.000802631,-36.21379159,64.18526569,-2608.200682,1.401629973,68.1921311,136.9993632,2.242285565,0.048754622,0.060985213,0.59583641,30.10922312,0.005056579,0.107728771,31.50991056,1.027361545,1.547917992,0.076253447,0.022584542,0.036921613,0.398055932,0.027909547,0.009926243,0.055036876,0.003384889,1.478586537,0.433143929,0.011795449,-0.268232318,0.007549598,0.014726856,0.003188171,134.824709,0.137253592,0.023446777
87,Northern,27-May-11,0.00317322,-0.000130891,10.74461496,69.83380607,-545.852467,2.041393067,121.6001812,141.9658935,0.71488028,0.026057551,0.068117234,0.204886578,21.22286003,0.002636674,0.152054797,31.99725249,0.181025151,0.648187884,0.030088909,-0.038579897,0.024645821,0.332101223,0.015217248,0.002444802,0.022449577,0.002209224,1.354695886,0.112157475,0.011279611,1.601695928,0.035775702,0.006853355,0.00128822,53.0384461,0.135928261,0.008322236
89,Southern,3-May-11,0.00611751,0.001758378,-10.97750733,52.91439723,-1491.009065,2.239057823,60.6664376,129.2468385,1.702661539,0.060284275,0.214762438,0.47740717,14.9870668,0.018736262,0.080210135,10.4224951,0.267113683,0.926329817,0.016753408,0.001622011,-0.012597909,0.288135972,0.013419771,0.003655917,0.009918119,3.19E-05,0.757911515,-0.50259789,0.009989194,-0.076420295,0.004119331,0.006674134,0.002222222,61.41142774,0.122308539,0.010448335
90,Southern,9-May-11,-0.01955509,0.003254975,-30.14296307,35.12161862,-1883.985106,0.908481318,26.2782412,132.2730535,0.008086413,0.254732343,0.010154283,0.303646237,7.421540277,0.009512336,0.328260063,14.66897751,0.164081125,0.229516241,0.013311097,0.110798738,0.002257874,0.321170894,0.027764567,0.006571493,0.011866835,-0.001138193,-0.413373843,-1.751484127,0.009907203,3.217321725,0.001930662,0.003945508,0.002435818,84.87872604,0.26217771,0.007800632
91,Southern,15-May-11,-0.003702252,0.000995262,-65.61739451,34.40304355,-2868.873805,1.028736393,-82.7715949,-93.4194052,0.34673395,0.015635082,0.026385013,0.023296491,7.714815627,0.000515148,0.025612397,7.806628536,-0.121223934,0.319102978,0.017057304,0.105910228,-0.021937571,-0.005617435,0.00389726,0.000490766,0.007059401,-0.000783031,-0.925771174,-2.244040003,0.013788327,16.58555005,0.004245127,0.008185998,0.001212564,92.34394292,0.029968067,-0.01019826
92,Southern,21-May-11,-0.000292304,-0.000508744,-34.59209591,64.45343872,-2463.008078,0.431849167,292.5727432,359.6493338,1.156440483,0.316063309,0.098318759,0.273846552,22.43505256,0.004547339,0.354999959,16.69674014,0.544295842,0.80761452,0.037295384,0.085854225,0.018425131,0.689550133,0.020461898,0.004162805,0.024376055,0.002201068,1.674887855,1.841541279,0.010781072,0.048214167,0.01076414,0.007831694,0.001683342,143.9490495,0.206428061,-0.000909484
93,Southern,27-May-11,-0.013293866,0.00174356,-33.95257809,19.35990945,-3761.34355,0.247531695,-11.3863351,14.6997609,-0.704022146,0.003939765,-0.004562069,0.116528236,1.629957889,0.000443877,0.215997405,25.95621703,4.08844483,4.83403533,0.004003597,-0.016568491,-0.022119679,0.204530059,0.00609983,0.000601043,0.008679934,-0.001750812,-0.695368432,-1.001816402,0.03576528,-0.018048918,-0.001409937,0.004570263,0.000359914,31.3592109,0.167677729,-0.010676627
95,Middle,3-May-11,0.002435538,-0.00087178,-86.90504884,55.0705999,-2913.128941,0.953216054,-60.2893003,-42.583791,0.972910809,0.055971256,0.042050354,0.304416318,23.61110208,0.002547307,0.084672359,31.77549654,0.206097029,0.39318699,0.010610569,0.074207958,0.026605321,0.294993519,0.026203405,0.003841647,0.014776432,0.003748847,1.139668471,0.57189177,0.015003742,0.231417752,0.007339109,0.009163798,0.001996368,68.1216236,0.201111146,0.002344915
96,Middle,9-May-11,-0.0124035,0.003981047,-35.42527654,83.12267762,-1611.248083,1.477714068,72.0382289,98.8493964,1.252064858,0.010180741,0.057060492,0.278187984,14.14339514,0.001854904,0.054406637,92.92648508,0.413509084,1.51098495,0.0401672,0.095185473,0.01846405,0.191579906,0.018846354,0.001436829,0.02554365,9.55E-05,1.023064493,0.019710264,0.015844647,3.523542876,0.009447405,0.008580609,0.001917369,63.26617318,0.22843245,0.017029982
97,Middle,15-May-11,-0.032836866,0.000624817,-81.92143988,31.69234846,-3411.194904,2.114925026,-88.0886282,-66.2261058,-0.822923969,-0.015975154,-0.020961063,0.642333663,2.319012446,0.000949055,0.143197236,68.9410933,0.483856919,0.326242785,0.009433663,-0.000164823,-0.022343276,-0.042905294,0.011995465,0.002458345,0.017739603,-0.001913762,0.499898926,-0.158238836,0.03181696,-0.562466206,0.001593461,0.004368189,-0.001145658,37.46148363,0.460922751,-0.007872956
98,Middle,21-May-11,-0.006024106,0.000609999,-48.16028714,98.82603518,-2240.370742,1.683911335,156.3253939,216.2733086,2.049689358,0.048149463,0.113320241,0.384812223,39.39789525,0.002793249,0.239244919,100.2879391,0.528522133,0.638408446,0.0295861,-0.100070237,0.006755143,0.274834203,0.061403379,0.004033181,0.040213187,0.002012693,1.605803862,0.12388553,0.018829225,-0.566726674,0.012408129,0.013791342,0.002381955,88.22947512,0.302522337,0.018594399
99,Middle,27-May-11,0.001742317,0.003618011,-42.28858316,89.9246487,-1534.921232,7.361718323,66.1690305,100.0592364,1.459177536,0.049407217,0.092967309,0.311753863,15.86862617,0.00582727,0.419119337,88.76027427,0.148974283,0.327645685,0.016533775,0.099058821,0.013104703,0.282438883,0.019004343,-0.000975728,0.044615194,0.003049236,0.58104534,-0.609298705,0.01771268,0.076382594,0.00577065,0.014447947,0.003994387,44.40193954,0.424713935,0.004877517
103,Northern,2-Jun-11,0.08063142,-0.001323981,59.52069256,155.7633384,1192.514221,3.563333559,531.5551425,512.2124984,7.721209988,0.169546671,0.244766481,1.10188731,76.96174679,0.013632484,0.1682626,18.66537132,1.928194737,1.620667534,0.092404678,0.012726813,0.182528543,1.263525595,0.075281647,0.010544157,0.145762528,0.008245902,3.10255962,2.378365329,0.014061967,0.361585964,0.006429808,0.020716516,0.004714619,204.8841711,0.201074098,0.070675494
104,Northern,8-Jun-11,0.066107045,0.000654172,103.1253964,154.0559313,2678.085299,2.688787815,458.544622,446.177962,6.760739252,0.130221918,0.111796362,0.602541688,51.32124512,0.009803656,0.127740082,13.18175924,1.537610831,1.184145568,0.055672813,0.124208812,0.130902408,0.676654485,0.018486651,0.016857737,0.096423596,0.004776592,3.790975647,3.39031381,0.019197513,0.22868922,0.009729862,0.041308768,0.006273862,106.3813559,0.164207922,0.03376784
105,Northern,14-Jun-11,0.064333746,0.001037292,93.02079006,149.4340476,3638.080531,2.02308289,479.018861,476.7657857,3.631289287,0.075670765,0.107899124,0.972420697,44.73895277,0.008873739,0.111888848,21.88587484,1.671853435,1.467303122,0.051289598,0.041359091,0.115929321,0.589194015,0.025986601,0.007409381,0.179645136,0.004933761,1.818385242,0.469511027,0.023147698,0.050180991,0.012942853,0.019504791,0.00502276,446.2844683,0.096736835,0.026919401
106,Northern,20-Jun-11,0.01251472,-0.001120692,-0.29379527,74.21958441,-491.546189,1.017719792,315.6340689,316.7388765,2.871786245,0.019177892,0.077627883,0.402376275,28.58064878,0.003880758,0.100586982,31.64849887,-0.567575725,-0.57047838,0.020801571,-0.035567272,0.035221015,0.384815118,0.001988555,-0.037613399,0.053218935,-0.001810413,-1.118130787,-0.571333063,0.021458413,-10.20513272,0.002123083,0.008746767,0.005689344,29.86903306,0.137260617,-0.104440772
107,Northern,26-Jun-11,0.008966213,-0.001323981,40.65176722,104.5027457,1668.396754,3.798650736,368.4405461,340.4158704,1.699703328,0.075099893,0.084257956,0.383278821,26.75463861,0.003455579,0.095694905,61.83682895,0.951353134,0.79303832,0.070933657,0.088485591,0.068677534,0.543635632,0.054381676,0.008850556,0.177511269,0.003031946,1.488998698,0.498477646,0.025090444,0.471734212,0.011912665,0.010276325,0.002795639,125.1219966,0.204386509,0.033485936
109,Southern,2-Jun-11,0.038175997,-0.000737572,-31.91122655,48.23012214,-164.752237,0.704871513,131.5743043,108.1625177,2.005679365,0.100411444,0.075791525,0.202093409,23.64834257,0.002050898,0.135716541,7.662633369,0.712593029,0.228605618,0.036129734,0.013442823,0.020956646,0.354528155,0.014586377,0.00219356,0.061505408,0.00967537,0.632225818,-0.02701935,0.018894779,-0.026645481,0.00438287,0.007501097,0.003166298,92.31151574,-0.037889522,0.00450711
110,Southern,8-Jun-11,-0.008115632,-0.001128511,-72.73991117,35.3535549,-2463.140418,1.156827884,60.3003355,56.8029442,0.460262235,0.079709589,0.042169613,0.341047538,19.06342933,0.001174638,0.067607829,14.23479674,0.644232574,0.321365548,0.04106459,-0.048309002,0.015988727,0.678340479,0.018641323,0.002936162,0.121053458,0.00164899,0.157271658,-0.601819883,0.022128554,1.130803066,0.003133488,0.006810068,0.002849103,83.35495503,0.088683491,0.02992351
111,Southern,14-Jun-11,0.01542927,-0.000917404,-16.11744831,80.64999375,-1004.924378,2.853498722,361.0428358,355.3576101,1.697672162,0.476166856,0.191634804,0.488029348,29.88125159,0.006713062,0.506557836,20.55221035,1.84448793,1.802467242,0.037246107,-0.012475938,-0.023746514,0.592984793,0.060441485,0.011295564,0.054022389,0.00124297,0.686085549,0.286596329,0.023342112,-1.243317907,0.007334768,0.014516453,0.004672652,204.8388085,0.001235115,0.013164861
112,Southern,20-Jun-11,-0.008808148,-0.000917404,-15.96127253,38.36726357,-838.674148,-0.079587903,-26.2876647,-0.1789338,-0.182104342,0.036670388,0.010023433,0.046495584,2.972697224,0.000549636,0.049979027,4.364900637,2.67747335,2.337918477,0.023885155,-0.137273289,0.004441651,0.069987842,-0.000920965,0.004048596,0.023841687,-0.001368794,-0.175873877,-0.288766931,0.025604134,-0.265094743,0.004933237,0.0032149,0.000968641,68.01047199,0.09157726,0.002275125
113,Southern,26-Jun-11,-0.029701377,-0.000526465,-76.98108671,9.12677381,-2758.418188,0.959986399,-100.3259884,-137.9430585,-0.071915054,0.044891699,0.0200733,0.013237647,8.20275254,0.000599962,0.05636622,6.896883983,0.042437085,-0.130978231,0.014871889,0.105222333,0.009296045,0.057324386,0.005129261,0.01731269,0.02789233,-0.000412849,-0.152493531,-0.566674204,0.023255237,-0.537053081,0.005122291,0.037036917,-0.000216494,100.000865,0.041274155,0.00262
115,Middle,2-Jun-11,-0.037662763,-0.002090221,-121.9553148,18.12355649,-5207.481822,0.372829065,-114.4444481,-101.6201285,0.105355702,0.049249984,-0.001570755,0.155918723,15.42483319,0.001352628,0.047568766,45.21593285,0.150392169,0.097081216,-0.000805958,0.119733747,0.002907852,2.035104622,0.010881435,0.001603588,0.023256423,-0.00097436,-0.531373926,-1.172861534,0.024863281,-0.638164605,-0.00642197,0.007486347,0.00030105,61.32637672,0.156257402,-0.000667661
116,Middle,8-Jun-11,-0.003785499,-0.002496798,-21.93572995,109.3716799,-545.156844,1.451712899,239.077451,224.1122871,1.030148563,0.074902167,0.04926534,0.648000649,26.09740447,0.005323923,0.06750238,91.53695896,2.528514895,1.615834427,0.049688902,0.019545184,0.069869137,0.807510338,0.027733389,0.007655937,0.100232579,0.002936233,0.815529679,0.234598008,0.027760846,0.093935766,0.007991886,0.019082496,0.003008491,244.9938518,0.516630787,0.022360243
117,Middle,14-Jun-11,0.005620751,0.000271051,-44.39929397,60.98658498,-1034.513291,0.80091383,41.7133456,5.3965323,0.927636494,0.039508113,0.149953708,0.255335206,23.89600701,0.003433746,0.095017019,62.5203054,1.707481942,1.606192259,0.026095463,0.138150673,0.030686112,0.149654201,0.045207408,0.011427648,0.097393169,0.001881722,0.613803896,0.399771885,0.025726717,0.616858015,0.006934731,0.008630787,0.001258385,51.71213559,0.15468566,0.024119398
118,Middle,20-Jun-11,0.05810365,0.00066199,-26.1719636,77.9745364,-1044.58231,6.302215218,83.1468807,87.0269583,5.273819705,0.241034571,0.22527172,0.540439032,42.85635131,0.01097521,0.148731952,71.17085544,12.1106772,45.07481666,1.268847219,0.211293572,3.281662448,12.46923206,0.307765204,0.13822464,0.16021811,0.030176558,14.82200951,11.33231529,0.03866065,60.61731492,0.024143718,0.015147875,0.007021649,116.9695772,5.989625532,0.197696907
119,Middle,26-Jun-11,0.012820879,-0.000127707,-8.38844598,102.8112385,-61.040132,2.024909394,395.4495175,382.0168175,-0.2015741,0.021962688,0.080779753,0.40951897,31.07205635,0.005505614,0.173410768,148.7825727,1.465567252,1.214088848,0.047489815,0.150721536,0.046601859,0.612620572,0.067100552,0.008260584,0.122902394,0.001860228,1.659913673,0.792530666,0.031615104,0.259327331,0.011330292,0.008201622,0.001339157,196.0488354,0.838896761,0.022287753
123,Northern,2-Jul-11,0.127101485,0.003977576,184.4365946,161.0537504,4518.287805,2.22218797,657.1257259,744.4536547,6.970056978,0.236654753,0.219675113,0.647044569,46.70871401,0.005503456,0.71502505,15.28140629,4.488891655,2.283053618,0.054405131,-0.017581313,0.128712493,1.294573456,0.04726261,0.009214267,0.199250675,0.008343127,6.474685086,14.60677374,0.004723116,8.501517708,0.096503409,0.013528779,0.009725775,178.915743,0.159340214,0.055490087
124,Northern,8-Jul-11,0.047310347,0.003595851,106.2206216,101.1072492,3425.669592,2.394177892,504.9782646,472.7982137,5.40002784,0.168122185,0.230497378,0.385411508,39.11271384,0.006917892,0.062376202,11.68426512,0.82389911,1.250343186,0.057170622,-0.011527691,0.086249085,0.535759256,0.025102321,-0.017206233,0.138882078,0.026090789,1.460743873,1.372949544,0.006480315,5.729194332,0.027776437,0.006923985,0.003035583,88.69281897,0.198991834,0.008538786
125,Northern,14-Jul-11,0.069847294,0.009382805,157.6879436,136.5040578,3447.086052,1.873735486,363.980631,446.5025086,1.108727343,0.154333427,0.196758561,0.457296425,39.80660285,0.004745449,0.042817803,8.090790493,-0.558059085,0.629761996,0.056250628,-0.047908286,0.084968664,0.649756968,0.056880679,0.021373744,0.109199237,0.006510766,2.721655243,1.577483123,0.007260249,4.067666294,0.030198518,0.010682962,0.005797846,142.8529101,0.139447363,0.054863499
126,Northern,20-Jul-11,0.155156026,0.004344033,126.9846933,131.1919835,3723.00927,2.77989987,554.9007374,517.6826755,3.196218158,0.222325779,0.369798005,0.320068981,44.19723057,0.008460418,0.109193939,13.16548647,0.167682202,0.430903831,0.05575115,-0.073698437,0.051613039,0.493480622,0.051008308,0.010080804,0.131537582,0.004294169,2.58535996,1.491789693,0.008169556,-0.504117842,0.023927061,0.020628208,0.017506913,178.2439663,0.315838593,0.001762475
127,Northern,26-Jul-11,0.125739222,0.002061316,21.89753145,60.35754134,1033.621766,2.246535669,112.2156313,109.4754439,-0.28380085,0.034506008,0.029251354,0.412133046,25.67585967,0.007369565,0.152789903,10.97502651,-0.512747698,-0.680367615,0.043747156,0.058774923,0.15076592,0.328863461,0.031382903,0.01606779,0.089054356,0.00638959,0.840949028,2.083316322,0.009059243,-0.109440327,0.010462048,0.011077713,0.001764714,74.63401405,-0.073813243,-0.007271233
129,Southern,2-Jul-11,0.017516256,0.001679591,54.30814879,71.97388583,1774.335167,0.228683453,334.1541975,270.0834455,-1.161873057,0.152740366,0.203007641,0.143760303,15.00663775,0.002433736,0.184352849,14.12595008,-1.087702791,0.257294472,0.053920344,0.023109715,0.012831317,0.593139474,0.016190252,0.009323537,0.071271769,0.00171097,1.929095649,3.904552233,0.008076577,-4.413155823,0.026594015,0.006895973,0.003085915,114.429152,0.316792079,-0.014055418
130,Southern,8-Jul-11,0.054569794,0.005527381,71.84681691,103.7012904,1404.185719,-1.075200109,214.7762889,238.82974,-0.545032896,0.081102204,0.114998139,0.329529606,26.34679773,0.001266859,0.048350334,8.821133657,-0.354336176,0.218662021,0.035083419,-0.04184108,0.033521885,0.487603117,0.02677341,0.007244863,0.018706481,0.005232837,-0.656060833,-0.239916706,0.008281867,-3.030188368,0.01261529,0.01441448,0.00161359,40.731395,0.241470391,-0.02992772
131,Southern,14-Jul-11,0.058593221,0.002809497,82.57829585,115.4711672,2600.832581,1.658139203,317.7218776,365.796483,-0.087032129,0.691159577,0.18140511,0.189997482,32.84774753,0.00243693,0.495787838,5.76736242,-1.23218922,-0.925387127,0.057547067,-0.029462169,0.045170091,0.57534652,0.023905034,0.004912073,0.047751622,0.006522576,0.526951617,1.016449108,0.010216486,2.022253984,0.024216872,0.013698326,0.007672044,165.1133075,0.443743558,-0.012616647
132,Southern,20-Jul-11,0.029701737,0.000885602,53.69873361,63.06581119,1568.479584,-0.632243372,334.6405167,322.6316489,-1.795721428,0.035523807,0.037417386,0.03750593,9.013777937,-0.003503506,-0.023885729,4.738135769,-1.094658662,-1.100943834,0.027929134,0.065702404,0.018281617,0.659497648,0.00845211,-0.00374822,0.038904285,0.000970486,0.598288816,1.643352013,0.007993265,-3.257303069,0.015862339,0.032264137,0.012776795,131.1319646,0.130191842,-0.015558441
133,Southern,26-Jul-11,0.015002551,0.000313015,36.25249262,44.04987841,1479.126806,-0.575083785,205.9807274,238.9065369,-2.889304455,0.009516238,0.08987295,-0.043510686,-3.056224834,-0.004671981,-0.092743438,6.926491859,-1.212954244,-0.981818905,0.064969454,0.070913862,-0.002462272,0.212885441,0.013569738,0.007394792,0.204405644,0.001031802,-1.13465606,-0.688387676,0.008598046,-0.317327076,0.012970064,0.00434152,0.000917122,34.95067982,0.301372419,0.000954408
135,Middle,2-Jul-11,0.014156393,0.001679591,28.1527066,66.50792161,553.388912,-0.211183779,169.6723288,184.9844302,-2.791791277,-0.009186664,0.056449981,-0.041886163,-0.445808532,-0.002920866,-0.095931998,110.220364,-0.321748292,0.078684908,0.023916785,-0.183759358,-0.022720235,-0.002570831,0.0217322,0.002815612,0.074996503,0.000588515,0.791096989,0.571388861,0.010709235,-1.683184507,0.017313128,0.0044403,0.002112494,97.06044713,0.584602527,-0.014465447
136,Middle,8-Jul-11,0.588974112,0.009054521,388.3027455,246.7255426,9441.089019,11.04394045,751.6652667,714.3079346,8.079054226,0.793384287,0.446030793,0.953761525,55.61427731,0.013454704,0.444880013,64.79169617,0.946436495,1.28769223,0.073212674,-0.09630557,0.089799173,0.488805162,0.026200486,0.003341633,0.019859417,-0.000900865,-1.425220491,-3.065067619,0.012119253,405.6001677,0.14060008,0.026405537,0.067077296,239.5229188,0.738244171,-0.021591652
137,Middle,14-Jul-11,0.001519897,-0.000076345,12.11493461,71.26186313,372.24306,-3.296283074,197.3461267,254.1867313,-2.394493544,0.032324264,0.130829102,0.235927413,14.48841669,0.010374122,-0.076980944,120.8349676,-0.1905442,-0.07850701,0.049331391,0.072317469,0.005709208,0.211432655,0.069626131,0.004995932,0.211188544,0.002511475,0.154352626,0.034394316,0.011163032,-4.892905182,0.01701764,0.004736639,0.001986536,162.86276,0.531125357,-0.009071532
